n,b,sample_size,start,stop,treedist
47,46,25,450,550,1.616744e+00
47,46,25,500,600,1.731396e+00
47,46,25,550,650,1.791628e+00
47,46,25,600,700,1.674092e+00
47,46,25,650,750,1.436355e+00
47,46,25,700,800,9.398971e-01
47,46,25,750,850,5.967431e-01
47,46,25,800,900,6.424643e-01
47,46,25,850,950,5.861430e-01
48,47,25,0,100,2.678961e+00
48,47,25,50,150,4.035427e+00
48,47,25,100,200,1.925946e+00
48,47,25,150,250,3.425328e+00
48,47,25,200,300,6.141964e+00
48,47,25,250,350,6.140514e+00
48,47,25,300,400,4.271611e+00
48,47,25,350,450,3.847392e+00
48,47,25,400,500,3.856068e+00
48,47,25,450,550,1.608645e+00
48,47,25,500,600,1.769941e+00
48,47,25,550,650,1.755397e+00
48,47,25,600,700,1.142624e+00
48,47,25,650,750,8.605348e-01
48,47,25,700,800,6.021425e-01
48,47,25,750,850,5.388851e-01
48,47,25,800,900,5.158902e-01
48,47,25,850,950,5.378260e-01
49,48,25,0,100,2.223818e+00
49,48,25,50,150,3.131446e+00
49,48,25,100,200,1.565732e+00
49,48,25,150,250,3.673752e+00
49,48,25,200,300,5.907885e+00
49,48,25,250,350,2.727297e+00
49,48,25,300,400,3.287263e+00
49,48,25,350,450,2.858707e+00
49,48,25,400,500,2.864189e+00
49,48,25,450,550,2.284996e+00
49,48,25,500,600,2.088378e+00
49,48,25,550,650,4.365816e+00
49,48,25,600,700,1.850169e+00
49,48,25,650,750,1.084424e+00
49,48,25,700,800,1.079669e+00
49,48,25,750,850,9.883107e-01
49,48,25,800,900,6.406611e-01
49,48,25,850,950,7.173454e-01
50,49,25,0,100,1.690625e+00
50,49,25,50,150,1.378284e+00
50,49,25,100,200,1.398633e+00
50,49,25,150,250,1.430521e+00
50,49,25,200,300,1.647193e+00
50,49,25,250,350,1.378313e+00
50,49,25,300,400,1.431813e+00
50,49,25,350,450,1.407845e+00
50,49,25,400,500,1.407098e+00
50,49,25,450,550,1.329869e+00
50,49,25,500,600,1.853199e+00
50,49,25,550,650,2.070876e+00
50,49,25,600,700,1.376135e+00
50,49,25,650,750,1.116662e+00
50,49,25,700,800,1.421124e+00
50,49,25,750,850,9.416218e-01
50,49,25,800,900,1.162868e+00
50,49,25,850,950,1.493234e+00
51,50,25,0,100,2.072207e+00
51,50,25,50,150,1.015699e+00
51,50,25,100,200,8.536608e-01
51,50,25,150,250,1.382312e+00
51,50,25,200,300,2.023891e+00
51,50,25,250,350,2.677284e+00
51,50,25,300,400,1.932421e+00
51,50,25,350,450,2.018485e+00
51,50,25,400,500,2.020987e+00
51,50,25,450,550,1.458105e+00
51,50,25,500,600,1.750000e+00
51,50,25,550,650,1.893346e+00
51,50,25,600,700,4.382199e+00
51,50,25,650,750,3.949169e+00
51,50,25,700,800,1.581615e+00
51,50,25,750,850,2.004707e+00
51,50,25,800,900,1.578253e+00
51,50,25,850,950,2.355596e+00
52,51,25,0,100,1.167162e+01
52,51,25,50,150,1.951406e+00
52,51,25,100,200,2.390981e+00
52,51,25,150,250,2.739555e+00
52,51,25,200,300,3.656539e+00
52,51,25,250,350,3.460381e+00
52,51,25,300,400,2.597586e+00
52,51,25,350,450,1.905262e+00
52,51,25,400,500,1.896368e+00
52,51,25,450,550,1.462764e+00
52,51,25,500,600,3.362091e+00
52,51,25,550,650,2.121768e+00
52,51,25,600,700,1.482398e+00
52,51,25,650,750,1.487765e+00
52,51,25,700,800,1.477405e+00
52,51,25,750,850,6.456411e-01
52,51,25,800,900,6.155002e-01
52,51,25,850,950,5.366951e-01
53,52,25,0,100,1.577716e+00
53,52,25,50,150,2.982122e+00
53,52,25,100,200,1.615322e+00
53,52,25,150,250,2.258908e+00
53,52,25,200,300,2.266003e+00
53,52,25,250,350,2.084423e+00
53,52,25,300,400,1.968703e+00
53,52,25,350,450,1.917644e+00
53,52,25,400,500,1.921891e+00
53,52,25,450,550,1.327426e+00
53,52,25,500,600,1.612646e+00
53,52,25,550,650,1.593142e+00
53,52,25,600,700,1.284566e+00
53,52,25,650,750,1.545210e+00
53,52,25,700,800,1.189409e+00
53,52,25,750,850,7.292691e-01
53,52,25,800,900,5.451069e-01
53,52,25,850,950,8.143300e-01
54,53,25,0,100,1.521527e+00
54,53,25,50,150,1.010687e+00
54,53,25,100,200,1.268308e+00
54,53,25,150,250,3.163910e+00
54,53,25,200,300,4.029455e+00
54,53,25,250,350,3.696574e+00
54,53,25,300,400,3.930513e+00
54,53,25,350,450,4.380654e+00
54,53,25,400,500,4.381258e+00
54,53,25,450,550,2.650653e+00
54,53,25,500,600,4.759289e+00
54,53,25,550,650,9.806126e+00
54,53,25,600,700,2.382127e+00
54,53,25,650,750,1.941549e+00
54,53,25,700,800,1.048411e+00
54,53,25,750,850,7.203176e-01
54,53,25,800,900,6.240714e-01
54,53,25,850,950,6.805608e-01
55,54,25,0,100,1.211307e+00
55,54,25,50,150,1.916457e+00
55,54,25,100,200,2.243831e+00
55,54,25,150,250,1.768543e+00
55,54,25,200,300,2.538903e+00
55,54,25,250,350,2.277891e+00
55,54,25,300,400,1.570801e+00
55,54,25,350,450,1.266992e+00
55,54,25,400,500,1.272716e+00
55,54,25,450,550,1.303704e+00
55,54,25,500,600,1.607361e+00
55,54,25,550,650,2.894424e+00
55,54,25,600,700,1.277797e+00
55,54,25,650,750,1.004027e+00
55,54,25,700,800,7.892730e-01
55,54,25,750,850,7.227818e-01
55,54,25,800,900,6.139897e-01
55,54,25,850,950,7.217283e-01
56,55,25,0,100,1.634152e+00
56,55,25,50,150,1.121885e+00
56,55,25,100,200,2.053856e+00
56,55,25,150,250,2.606524e+00
56,55,25,200,300,2.877906e+00
56,55,25,250,350,2.728209e+00
56,55,25,300,400,2.563548e+00
56,55,25,350,450,2.543959e+00
56,55,25,400,500,2.545947e+00
56,55,25,450,550,1.392367e+00
56,55,25,500,600,1.572910e+00
56,55,25,550,650,1.945473e+00
56,55,25,600,700,1.793921e+00
56,55,25,650,750,1.095722e+00
56,55,25,700,800,8.078082e-01
56,55,25,750,850,8.326045e-01
56,55,25,800,900,6.809721e-01
56,55,25,850,950,7.252262e-01
57,56,25,0,100,2.630540e+00
57,56,25,50,150,1.396874e+00
57,56,25,100,200,1.606188e+00
57,56,25,150,250,1.731892e+00
57,56,25,200,300,1.993309e+00
57,56,25,250,350,1.925976e+00
57,56,25,300,400,1.765925e+00
57,56,25,350,450,1.743455e+00
57,56,25,400,500,1.742102e+00
57,56,25,450,550,1.575724e+00
57,56,25,500,600,2.592870e+00
57,56,25,550,650,2.541045e+00
57,56,25,600,700,1.510632e+00
57,56,25,650,750,1.072735e+00
57,56,25,700,800,6.611286e-01
57,56,25,750,850,6.330074e-01
57,56,25,800,900,6.142937e-01
57,56,25,850,950,5.733572e-01
58,57,25,0,100,7.111599e+00
58,57,25,50,150,6.574027e+00
58,57,25,100,200,7.930606e+00
58,57,25,150,250,7.077217e+00
58,57,25,200,300,1.338355e+01
58,57,25,250,350,9.902719e+00
58,57,25,300,400,8.935181e+00
58,57,25,350,450,8.107509e+00
58,57,25,400,500,8.135381e+00
58,57,25,450,550,3.714010e+00
58,57,25,500,600,3.052006e+00
58,57,25,550,650,4.164137e+00
58,57,25,600,700,2.439194e+00
58,57,25,650,750,1.225709e+00
58,57,25,700,800,6.304253e-01
58,57,25,750,850,4.761012e-01
58,57,25,800,900,4.794539e-01
58,57,25,850,950,7.416197e-01
59,58,25,0,100,9.091671e+00
59,58,25,50,150,6.397267e+00
59,58,25,100,200,2.104827e+00
59,58,25,150,250,2.231028e+00
59,58,25,200,300,2.907441e+00
59,58,25,250,350,2.499862e+00
59,58,25,300,400,2.140953e+00
59,58,25,350,450,2.381986e+00
59,58,25,400,500,2.609729e+00
59,58,25,450,550,1.539330e+00
59,58,25,500,600,2.573443e+00
59,58,25,550,650,3.700059e+00
59,58,25,600,700,1.603550e+00
59,58,25,650,750,1.049042e+00
59,58,25,700,800,1.155086e+00
59,58,25,750,850,5.588347e-01
59,58,25,800,900,7.822538e-01
59,58,25,850,950,8.147104e-01
60,59,25,0,100,1.212647e+00
60,59,25,50,150,1.274706e+00
60,59,25,100,200,1.393425e+00
60,59,25,150,250,2.076970e+00
60,59,25,200,300,2.327356e+00
60,59,25,250,350,2.147514e+00
60,59,25,300,400,2.087555e+00
60,59,25,350,450,1.939956e+00
60,59,25,400,500,1.939421e+00
60,59,25,450,550,1.787853e+00
60,59,25,500,600,4.080188e+00
60,59,25,550,650,7.949771e+00
60,59,25,600,700,2.736066e+00
60,59,25,650,750,1.391976e+00
60,59,25,700,800,5.827755e-01
60,59,25,750,850,6.932156e-01
60,59,25,800,900,4.482479e-01
60,59,25,850,950,4.594328e-01
61,60,25,0,100,1.461497e+01
61,60,25,50,150,8.566314e+00
61,60,25,100,200,4.455573e+00
61,60,25,150,250,3.061145e+00
61,60,25,200,300,4.337581e+00
61,60,25,250,350,3.118357e+00
61,60,25,300,400,3.166237e+00
61,60,25,350,450,2.876105e+00
61,60,25,400,500,2.878536e+00
61,60,25,450,550,2.403791e+00
61,60,25,500,600,4.167241e+00
61,60,25,550,650,4.390339e+00
61,60,25,600,700,2.593846e+00
61,60,25,650,750,1.638171e+00
61,60,25,700,800,1.235929e+00
61,60,25,750,850,1.366023e+00
61,60,25,800,900,1.385076e+00
61,60,25,850,950,1.221517e+00
62,61,25,50,150,1.900687e+00
62,61,25,100,200,2.386310e+00
62,61,25,150,250,3.325881e+00
62,61,25,200,300,4.456111e+00
62,61,25,250,350,3.645749e+00
62,61,25,300,400,4.194867e+00
62,61,25,350,450,3.931100e+00
62,61,25,400,500,3.256291e+00
62,61,25,450,550,3.593850e+00
62,61,25,500,600,3.594137e+00
62,61,25,550,650,4.511040e+00
62,61,25,600,700,2.447305e+00
62,61,25,650,750,1.047038e+00
62,61,25,700,800,9.813666e-01
62,61,25,750,850,5.186043e-01
62,61,25,800,900,6.036828e-01
62,61,25,850,950,7.403141e-01
63,62,25,0,100,1.767437e+00
63,62,25,50,150,4.654402e+00
63,62,25,100,200,1.328334e+00
63,62,25,150,250,2.719439e+00
63,62,25,200,300,2.588481e+00
63,62,25,250,350,2.597688e+00
63,62,25,300,400,2.132397e+00
63,62,25,350,450,1.800030e+00
63,62,25,400,500,1.800879e+00
63,62,25,450,550,1.445213e+00
63,62,25,500,600,1.672508e+00
63,62,25,550,650,2.186275e+00
63,62,25,600,700,1.734871e+00
63,62,25,650,750,1.345293e+00
63,62,25,700,800,1.078043e+00
63,62,25,750,850,6.506960e-01
63,62,25,800,900,8.214501e-01
63,62,25,850,950,9.759651e-01
64,63,25,0,100,2.629428e+00
64,63,25,50,150,1.853295e+00
64,63,25,100,200,1.215240e+00
64,63,25,150,250,1.228887e+00
64,63,25,200,300,1.963411e+00
64,63,25,250,350,1.974698e+00
64,63,25,300,400,2.267087e+00
64,63,25,350,450,2.268067e+00
64,63,25,400,500,2.269632e+00
64,63,25,450,550,1.148950e+00
64,63,25,500,600,1.853820e+00
64,63,25,550,650,1.988614e+00
64,63,25,600,700,1.354115e+00
64,63,25,650,750,9.344123e-01
64,63,25,700,800,6.812994e-01
64,63,25,750,850,7.005442e-01
64,63,25,800,900,6.115594e-01
64,63,25,850,950,6.484970e-01
65,64,25,0,100,1.529770e+00
65,64,25,50,150,1.135413e+00
65,64,25,100,200,2.979128e+00
65,64,25,150,250,3.413189e+00
65,64,25,200,300,4.413549e+00
65,64,25,250,350,4.083502e+00
65,64,25,300,400,4.301892e+00
65,64,25,350,450,4.280686e+00
65,64,25,400,500,4.297504e+00
65,64,25,450,550,1.741376e+00
65,64,25,500,600,2.818413e+00
65,64,25,550,650,4.261926e+00
65,64,25,600,700,1.714262e+00
65,64,25,650,750,1.597051e+00
65,64,25,700,800,1.369821e+00
65,64,25,750,850,7.481773e-01
65,64,25,800,900,7.266463e-01
65,64,25,850,950,7.621528e-01
66,65,25,0,100,2.715512e+00
66,65,25,50,150,1.833659e+00
66,65,25,100,200,8.968628e-01
66,65,25,150,250,1.691982e+00
66,65,25,200,300,2.664988e+00
66,65,25,250,350,1.698922e+00
66,65,25,300,400,1.666741e+00
66,65,25,350,450,1.589838e+00
66,65,25,400,500,1.579483e+00
66,65,25,450,550,1.039664e+00
66,65,25,500,600,1.394222e+00
66,65,25,550,650,1.814459e+00
66,65,25,600,700,1.252609e+00
66,65,25,650,750,1.038289e+00
66,65,25,700,800,7.822078e-01
66,65,25,750,850,8.996073e-01
66,65,25,800,900,7.707795e-01
66,65,25,850,950,9.686636e-01
67,66,25,100,200,1.380687e+00
67,66,25,150,250,1.288145e+00
67,66,25,200,300,3.682629e+00
67,66,25,250,350,4.201160e+00
67,66,25,300,400,2.500797e+00
67,66,25,350,450,1.839532e+00
67,66,25,400,500,1.821132e+00
67,66,25,450,550,1.565733e+00
67,66,25,500,600,1.621426e+00
67,66,25,550,650,3.051895e+00
67,66,25,600,700,1.547709e+00
67,66,25,650,750,1.144787e+00
67,66,25,700,800,1.363846e+00
67,66,25,750,850,9.490297e-01
67,66,25,800,900,1.435983e+00
67,66,25,850,950,1.771389e+00
68,67,25,0,100,2.651253e+00
68,67,25,50,150,1.875413e+00
68,67,25,100,200,2.414289e+00
68,67,25,150,250,5.538483e+00
68,67,25,200,300,5.689495e+00
68,67,25,250,350,3.130550e+00
68,67,25,300,400,2.405125e+00
68,67,25,350,450,3.844343e+00
68,67,25,400,500,3.849053e+00
68,67,25,450,550,1.725288e+00
68,67,25,500,600,1.814019e+00
68,67,25,550,650,2.980773e+00
68,67,25,600,700,1.789217e+00
68,67,25,650,750,9.225000e-01
68,67,25,700,800,6.248828e-01
68,67,25,750,850,5.441804e-01
68,67,25,800,900,5.771846e-01
68,67,25,850,950,5.148084e-01
69,68,25,0,100,1.031395e+01
69,68,25,50,150,2.612886e+00
69,68,25,100,200,1.284717e+00
69,68,25,150,250,2.022679e+00
69,68,25,200,300,3.176688e+00
69,68,25,250,350,2.766933e+00
69,68,25,300,400,2.609827e+00
69,68,25,350,450,2.730685e+00
69,68,25,400,500,2.732328e+00
69,68,25,450,550,2.012472e+00
69,68,25,500,600,2.378916e+00
69,68,25,550,650,3.046206e+00
69,68,25,600,700,1.880398e+00
69,68,25,650,750,1.537184e+00
69,68,25,700,800,1.907816e+00
69,68,25,750,850,1.417556e+00
69,68,25,800,900,1.115382e+00
69,68,25,850,950,1.661767e+00
70,69,25,0,100,2.936800e+00
70,69,25,50,150,1.420400e+00
70,69,25,100,200,9.439930e-01
70,69,25,150,250,1.614020e+00
70,69,25,200,300,4.053596e+00
70,69,25,250,350,2.507689e+00
70,69,25,300,400,1.541824e+00
70,69,25,350,450,1.672534e+00
70,69,25,400,500,1.672013e+00
70,69,25,450,550,1.199150e+00
70,69,25,500,600,1.986092e+00
70,69,25,550,650,2.210796e+00
70,69,25,600,700,1.424127e+00
70,69,25,650,750,1.037153e+00
70,69,25,700,800,7.360144e-01
70,69,25,750,850,6.949383e-01
70,69,25,800,900,7.371220e-01
70,69,25,850,950,1.255370e+00
71,70,25,50,150,2.019311e+00
71,70,25,100,200,1.897458e+00
71,70,25,150,250,1.469727e+00
71,70,25,200,300,2.365957e+00
71,70,25,250,350,2.047786e+00
71,70,25,300,400,2.506739e+00
71,70,25,350,450,2.276235e+00
71,70,25,400,500,2.285866e+00
71,70,25,450,550,2.611508e+00
71,70,25,500,600,2.826356e+00
71,70,25,550,650,3.426187e+00
71,70,25,600,700,2.822656e+00
71,70,25,650,750,2.034351e+00
71,70,25,700,800,1.040439e+00
71,70,25,750,850,7.813877e-01
71,70,25,800,900,6.728099e-01
71,70,25,850,950,8.261079e-01
72,71,25,0,100,2.815649e+00
72,71,25,50,150,2.446187e+00
72,71,25,100,200,2.246828e+00
72,71,25,150,250,2.510989e+00
72,71,25,200,300,2.838536e+00
72,71,25,250,350,2.725979e+00
72,71,25,300,400,2.719465e+00
72,71,25,350,450,2.276909e+00
72,71,25,400,500,2.278501e+00
72,71,25,450,550,1.587884e+00
72,71,25,500,600,2.095249e+00
72,71,25,550,650,2.580707e+00
72,71,25,600,700,1.708553e+00
72,71,25,650,750,1.470401e+00
72,71,25,700,800,1.115990e+00
72,71,25,750,850,4.700236e-01
72,71,25,800,900,4.768085e-01
72,71,25,850,950,5.065299e-01
73,72,25,0,100,3.904133e+00
73,72,25,50,150,2.464333e+00
73,72,25,100,200,8.247310e-01
73,72,25,150,250,1.374236e+00
73,72,25,200,300,1.507387e+00
73,72,25,250,350,1.976230e+00
73,72,25,300,400,1.409722e+00
73,72,25,350,450,1.320894e+00
73,72,25,400,500,1.327803e+00
73,72,25,450,550,1.426147e+00
73,72,25,500,600,2.256513e+00
73,72,25,550,650,3.176830e+00
73,72,25,600,700,2.109725e+00
73,72,25,650,750,1.013254e+00
73,72,25,700,800,7.889481e-01
73,72,25,750,850,7.991723e-01
73,72,25,800,900,8.251877e-01
73,72,25,850,950,7.408983e-01
74,73,25,0,100,2.935465e+00
74,73,25,50,150,2.662125e+00
74,73,25,100,200,3.622256e+00
74,73,25,150,250,5.280196e+00
74,73,25,200,300,5.504453e+00
74,73,25,250,350,5.450103e+00
74,73,25,300,400,5.955416e+00
74,73,25,350,450,3.840903e+00
74,73,25,400,500,3.857280e+00
74,73,25,450,550,3.090979e+00
74,73,25,500,600,4.117617e+00
74,73,25,550,650,5.246430e+00
74,73,25,600,700,3.695532e+00
74,73,25,650,750,1.902249e+00
74,73,25,700,800,1.682542e+00
74,73,25,750,850,8.753371e-01
74,73,25,800,900,6.340694e-01
74,73,25,850,950,6.596743e-01
75,74,25,0,100,2.777471e+00
75,74,25,50,150,1.836390e+00
75,74,25,100,200,2.053733e+00
75,74,25,150,250,2.159165e+00
75,74,25,200,300,3.074541e+00
75,74,25,250,350,2.289970e+00
75,74,25,300,400,2.503444e+00
75,74,25,350,450,2.402863e+00
75,74,25,400,500,2.406218e+00
75,74,25,450,550,1.654714e+00
75,74,25,500,600,2.930711e+00
75,74,25,550,650,3.077928e+00
75,74,25,600,700,2.063994e+00
75,74,25,650,750,2.281125e+00
75,74,25,700,800,1.104836e+00
75,74,25,750,850,8.508556e-01
75,74,25,800,900,1.251696e+00
75,74,25,850,950,1.645439e+00
76,75,25,500,600,4.589027e+00
76,75,25,550,650,3.720856e+00
76,75,25,600,700,1.576741e+00
76,75,25,650,750,9.170367e-01
76,75,25,700,800,6.550581e-01
76,75,25,750,850,5.748741e-01
76,75,25,800,900,6.246441e-01
76,75,25,850,950,7.168681e-01
77,76,25,550,650,2.107831e+00
77,76,25,600,700,1.752367e+00
77,76,25,650,750,1.036110e+00
77,76,25,700,800,6.943680e-01
77,76,25,750,850,6.157052e-01
77,76,25,800,900,4.757296e-01
77,76,25,850,950,4.785657e-01
78,77,25,550,650,2.950027e+00
78,77,25,600,700,2.071051e+00
78,77,25,650,750,1.357266e+00
78,77,25,700,800,1.106850e+00
78,77,25,750,850,8.620515e-01
78,77,25,800,900,8.970803e-01
78,77,25,850,950,8.441491e-01
79,78,25,0,100,4.629921e+00
79,78,25,50,150,3.325510e+00
79,78,25,100,200,4.023412e+00
79,78,25,150,250,4.592699e+00
79,78,25,200,300,7.014100e+00
79,78,25,250,350,9.290147e+00
79,78,25,300,400,5.734432e+00
79,78,25,350,450,5.814563e+00
79,78,25,400,500,4.825305e+00
79,78,25,450,550,3.872042e+00
79,78,25,500,600,3.958354e+00
79,78,25,550,650,5.099301e+00
79,78,25,600,700,3.759209e+00
79,78,25,650,750,2.024110e+00
79,78,25,700,800,8.901999e-01
79,78,25,750,850,6.596997e-01
79,78,25,800,900,6.804097e-01
79,78,25,850,950,8.177959e-01
80,79,25,0,100,1.275471e+00
80,79,25,50,150,5.531047e+00
80,79,25,100,200,5.092034e+00
80,79,25,150,250,4.467720e+00
80,79,25,200,300,4.180679e+00
80,79,25,250,350,3.052238e+00
80,79,25,300,400,3.572469e+00
80,79,25,350,450,2.775718e+00
80,79,25,400,500,2.796964e+00
80,79,25,450,550,2.093845e+00
80,79,25,500,600,3.184951e+00
80,79,25,550,650,2.176260e+00
80,79,25,600,700,2.124010e+00
80,79,25,650,750,1.444913e+00
80,79,25,700,800,1.767096e+00
80,79,25,750,850,1.809659e+00
80,79,25,800,900,1.386538e+00
80,79,25,850,950,1.255823e+00
81,80,25,0,100,3.055959e+00
81,80,25,50,150,2.986783e+00
81,80,25,100,200,1.695384e+00
81,80,25,150,250,1.672210e+00
81,80,25,200,300,2.103561e+00
81,80,25,250,350,1.909340e+00
81,80,25,300,400,1.712409e+00
81,80,25,350,450,1.957313e+00
81,80,25,400,500,1.942363e+00
81,80,25,450,550,1.675367e+00
81,80,25,500,600,1.621079e+00
81,80,25,550,650,2.327730e+00
81,80,25,600,700,1.585004e+00
81,80,25,650,750,1.056749e+00
81,80,25,700,800,5.759622e-01
81,80,25,750,850,4.776634e-01
81,80,25,800,900,4.744556e-01
81,80,25,850,950,5.160721e-01
82,81,25,0,100,2.649737e+00
82,81,25,50,150,1.694394e+00
82,81,25,100,200,1.317231e+00
82,81,25,150,250,1.673539e+00
82,81,25,200,300,2.202481e+00
82,81,25,250,350,1.259227e+00
82,81,25,300,400,1.321781e+00
82,81,25,350,450,1.251864e+00
82,81,25,400,500,1.250868e+00
82,81,25,450,550,1.251846e+00
82,81,25,500,600,1.552651e+00
82,81,25,550,650,1.559141e+00
82,81,25,600,700,1.343528e+00
82,81,25,650,750,8.630499e-01
82,81,25,700,800,6.138927e-01
82,81,25,750,850,5.079276e-01
82,81,25,800,900,5.517095e-01
82,81,25,850,950,1.221904e+00
83,82,25,0,100,9.628262e+00
83,82,25,50,150,3.102918e+00
83,82,25,100,200,2.934418e+00
83,82,25,150,250,2.575859e+00
83,82,25,200,300,3.716674e+00
83,82,25,250,350,2.441618e+00
83,82,25,300,400,2.630754e+00
83,82,25,350,450,2.687128e+00
83,82,25,400,500,2.683557e+00
83,82,25,450,550,1.911381e+00
83,82,25,500,600,2.084494e+00
83,82,25,550,650,2.500920e+00
83,82,25,600,700,1.856193e+00
83,82,25,650,750,1.698398e+00
83,82,25,700,800,1.043895e+00
83,82,25,750,850,8.960433e-01
83,82,25,800,900,6.944478e-01
83,82,25,850,950,8.583744e-01
84,83,25,0,100,1.034615e+00
84,83,25,50,150,1.077974e+00
84,83,25,100,200,8.561567e-01
84,83,25,150,250,1.271283e+00
84,83,25,200,300,1.931023e+00
84,83,25,250,350,1.889841e+00
84,83,25,300,400,2.026877e+00
84,83,25,350,450,2.075548e+00
84,83,25,400,500,2.084041e+00
84,83,25,450,550,2.142866e+00
84,83,25,500,600,2.083946e+00
84,83,25,550,650,2.660033e+00
84,83,25,600,700,1.274171e+00
84,83,25,650,750,1.010318e+00
84,83,25,700,800,1.567869e+00
84,83,25,750,850,1.501263e+00
84,83,25,800,900,1.909146e+00
84,83,25,850,950,1.815926e+00
85,84,25,0,100,4.894502e+00
85,84,25,50,150,2.270717e+00
85,84,25,100,200,1.249530e+00
85,84,25,150,250,2.134595e+00
85,84,25,200,300,2.752755e+00
85,84,25,250,350,3.577482e+00
85,84,25,300,400,2.856254e+00
85,84,25,350,450,2.639025e+00
85,84,25,400,500,2.642000e+00
85,84,25,450,550,1.586046e+00
85,84,25,500,600,2.297746e+00
85,84,25,550,650,2.127833e+00
85,84,25,600,700,1.728487e+00
85,84,25,650,750,1.018710e+00
85,84,25,700,800,7.087083e-01
85,84,25,750,850,4.843140e-01
85,84,25,800,900,4.297569e-01
85,84,25,850,950,5.691401e-01
86,85,25,0,100,9.231350e-01
86,85,25,50,150,9.142205e-01
86,85,25,100,200,1.031284e+00
86,85,25,150,250,2.586683e+00
86,85,25,200,300,1.591367e+00
86,85,25,250,350,1.789328e+00
86,85,25,300,400,1.586256e+00
86,85,25,350,450,1.704001e+00
86,85,25,400,500,1.704382e+00
86,85,25,450,550,8.612875e-01
86,85,25,500,600,1.601568e+00
86,85,25,550,650,1.614843e+00
86,85,25,600,700,1.152050e+00
86,85,25,650,750,7.477694e-01
86,85,25,700,800,5.940543e-01
86,85,25,750,850,6.252015e-01
86,85,25,800,900,5.358959e-01
86,85,25,850,950,5.517388e-01
87,86,25,0,100,3.387029e+00
87,86,25,50,150,2.199475e+00
87,86,25,100,200,1.336817e+00
87,86,25,150,250,1.877037e+00
87,86,25,200,300,3.696872e+00
87,86,25,250,350,3.042344e+00
87,86,25,300,400,2.502949e+00
87,86,25,350,450,2.347057e+00
87,86,25,400,500,2.334503e+00
87,86,25,450,550,1.655612e+00
87,86,25,500,600,2.762024e+00
87,86,25,550,650,4.045357e+00
87,86,25,600,700,1.896163e+00
87,86,25,650,750,1.386282e+00
87,86,25,700,800,8.936993e-01
87,86,25,750,850,9.272302e-01
87,86,25,800,900,8.100331e-01
87,86,25,850,950,9.069466e-01
88,87,25,0,100,1.839000e+00
88,87,25,50,150,1.532046e+00
88,87,25,100,200,1.420329e+00
88,87,25,150,250,2.544716e+00
88,87,25,200,300,2.304699e+00
88,87,25,250,350,2.455084e+00
88,87,25,300,400,1.879059e+00
88,87,25,350,450,1.993523e+00
88,87,25,400,500,1.814557e+00
88,87,25,450,550,1.558125e+00
88,87,25,500,600,1.805047e+00
88,87,25,550,650,1.698104e+00
88,87,25,600,700,1.411186e+00
88,87,25,650,750,1.113763e+00
88,87,25,700,800,9.938923e-01
88,87,25,750,850,1.100000e+00
88,87,25,800,900,5.076621e-01
88,87,25,850,950,9.009346e-01
89,88,25,0,100,1.260249e+00
89,88,25,50,150,1.239554e+00
89,88,25,100,200,1.372801e+00
89,88,25,150,250,1.825893e+00
89,88,25,200,300,3.682654e+00
89,88,25,250,350,3.013497e+00
89,88,25,300,400,3.538430e+00
89,88,25,350,450,3.088728e+00
89,88,25,400,500,3.094669e+00
89,88,25,450,550,1.827941e+00
89,88,25,500,600,2.988906e+00
89,88,25,550,650,4.328129e+00
89,88,25,600,700,1.910379e+00
89,88,25,650,750,1.889299e+00
89,88,25,700,800,1.129941e+00
89,88,25,750,850,1.007293e+00
89,88,25,800,900,9.445062e-01
89,88,25,850,950,9.347379e-01
90,89,25,600,700,1.777756e+00
90,89,25,650,750,1.213864e+00
90,89,25,700,800,9.935684e-01
90,89,25,750,850,6.038578e-01
90,89,25,800,900,5.347361e-01
90,89,25,850,950,5.318578e-01
91,90,25,0,100,2.542714e+00
91,90,25,50,150,1.541591e+00
91,90,25,100,200,1.156064e+00
91,90,25,150,250,2.675760e+00
91,90,25,200,300,3.689901e+00
91,90,25,250,350,4.774427e+00
91,90,25,300,400,2.960782e+00
91,90,25,350,450,2.869575e+00
91,90,25,400,500,2.860854e+00
91,90,25,450,550,2.557893e+00
91,90,25,500,600,4.717483e+00
91,90,25,550,650,5.365442e+00
91,90,25,600,700,2.430280e+00
91,90,25,650,750,1.811060e+00
91,90,25,700,800,1.705677e+00
91,90,25,750,850,1.510364e+00
91,90,25,800,900,1.373221e+00
91,90,25,850,950,1.230694e+00
92,91,25,50,150,1.538812e+00
92,91,25,100,200,1.479083e+00
92,91,25,150,250,2.570399e+00
92,91,25,200,300,3.135796e+00
92,91,25,250,350,2.495867e+00
92,91,25,300,400,2.866189e+00
92,91,25,350,450,2.843165e+00
92,91,25,400,500,2.844227e+00
92,91,25,450,550,3.597738e+00
92,91,25,500,600,8.419490e+00
92,91,25,550,650,1.830805e+01
92,91,25,600,700,5.525912e+00
92,91,25,650,750,1.895368e+00
92,91,25,700,800,1.099861e+00
92,91,25,750,850,5.882632e-01
92,91,25,800,900,5.739960e-01
92,91,25,850,950,5.905306e-01
93,92,25,0,100,4.071726e+00
93,92,25,50,150,2.277604e+00
93,92,25,100,200,1.777064e+00
93,92,25,150,250,3.603993e+00
93,92,25,200,300,3.904608e+00
93,92,25,250,350,3.646578e+00
